DienTich,City,District,MucGia,MatTien,PhapLy,DuongVao,HuongNha,SoTang,SoPhongNgu,SoToilet,NoiThat,Ward
50.0,1,6,15000000000.0,4.96,1,,2,4.0,4,3,1,190
125.0,48,495,5100000000.0,,,,5,3.0,3,4,1,20260
60.0,79,778,5970000000.0,,1,4.0,3,2.0,3,3,2,27484
32.0,1,19,5312000000.0,3.5,1,2.2,5,5.0,3,4,3,632
31.0,1,4,5500000000.0,6.0,1,,5,,0,4,3,148
75.0,1,268,14000000000.0,5.0,1,12.0,4,5.0,4,5,2,9553
29.0,79,768,7150000000.0,,1,,5,4.0,3,4,2,27082
42.0,1,1,9700000000.0,3.8,1,10.0,2,4.0,4,5,3,16
52.0,33,326,6470000000.0,,2,,6,5.0,4,4,0,12034
42.0,1,3,21100000000.0,6.0,1,,5,7.0,3,11,2,106
60.2,79,772,13500000000.0,4.3,1,8.0,3,3.0,3,3,2,27232
60.0,1,5,32450000000.000004,5.2,1,25.0,5,5.0,5,5,2,167
150.0,79,776,8500000000.0,,4,,3,,0,6,1,27433
80.0,79,762,6950000000.0,4.0,1,5.0,6,2.0,2,2,2,26827
315.0,48,493,21000000000.0,14.0,1,7.5,5,3.0,5,5,2,20272
78.0,31,304,10500000000.0,6.0,,,3,5.0,3,4,2,11341
300.0,79,764,32000000000.0,,1,,6,2.0,4,4,0,26875
102.0,79,762,17500000000.0,6.0,1,,4,5.0,8,6,1,26809
72.0,1,5,15000000000.0,6.5,,,4,3.0,1,1,1,172
59.3,79,770,3070000000.0,5.3,1,4.0,7,3.0,4,4,1,27124
168.0,79,766,37800000000.0,7.2,,,4,8.0,16,17,1,26992
100.0,79,765,15500000000.0,,1,12.0,4,4.0,5,7,2,26905
52.0,1,21,26800000000.0,,1,,6,8.0,10,11,2,619
76.0,1,268,11500000000.0,5.0,1,12.0,7,4.0,4,5,0,9571
160.0,1,21,10000000000.0,8.0,,,4,,7,1,3,616
120.0,1,17,13200000000.0,5.5,1,12.0,2,3.0,3,3,3,457
68.0,74,725,3100000000.0,4.5,1,6.0,6,2.0,2,3,3,25975
135.0,27,261,7550000000.0,,,,4,3.0,8,4,2,9397
73.6,79,764,7600000000.0,4.6,,,4,6.0,4,5,2,26878
29.0,79,768,7150000000.0,,,,3,2.0,3,4,1,27082
165.0,80,807,3500000000.0,5.0,,,4,2.0,3,4,2,28183
60.0,79,762,6120000000.0,4.2,1,7.0,6,3.0,4,4,2,26809
48.0,79,775,5900000000.0,4.0,1,5.0,2,2.0,3,12,2,27361
61.0,1,5,20500000000.0,5.0,1,11.0,7,6.0,5,5,2,175
33.0,1,8,2300000000.0,4.0,4,2.0,2,2.0,1,2,3,319
86.0,1,19,8170000000.0,,,,2,4.0,3,8,1,634
60.0,1,21,4300000000.0,6.3,1,4.0,6,3.0,4,3,2,601
80.0,79,767,10500000000.0,6.0,1,6.0,5,5.0,5,0,1,27022
235.1,79,764,25000000000.0,,1,,4,,1,2,1,26890
42.0,1,1,10800000000.0,,1,5.0,2,5.0,6,7,2,7
55.0,1,19,8800000000.0,4.0,1,4.0,4,4.0,4,3,2,632
70.0,1,8,12900000000.0,,1,,2,6.0,6,5,2,322
42.2,1,274,4260000000.0,,,,5,2.0,2,11,1,9889
80.0,79,778,16200000000.0,,1,,4,4.0,4,5,0,27481
300.0,48,492,26000000000.0,15.5,4,15.5,6,3.0,5,6,0,20258
37.0,1,6,8700000000.0,,1,,3,8.0,4,5,2,217
85.0,1,4,6200000000.0,6.0,1,2.0,1,3.0,4,3,3,118
51.6,79,762,5900000000.0,4.3,1,5.0,2,3.0,4,5,2,26821
82.5,79,763,9300000000.0,5.0,1,12.0,2,3.0,3,3,2,26866
220.7,79,769,33000000000.0,,1,,4,6.0,1,6,2,27112
35.0,1,1,6600000000.0,4.2,1,2.5,3,6.0,3,5,1,6
42.0,1,3,20800000000.0,6.5,1,,5,6.0,5,5,2,106
166.9,79,785,12600000000.0,,1,,3,4.0,6,2,0,27604
180.0,74,725,3600000000.0,4.7,1,,1,3.0,4,4,2,25969
40.0,1,268,10500000000.0,4.0,1,,3,5.0,5,5,2,9544
45.0,1,7,7600000000.0,,1,,5,5.0,3,4,2,283
144.0,79,764,14500000000.0,,1,8.0,6,1.0,2,2,2,26882
130.0,1,19,42000000000.0,6.0,1,13.5,6,6.0,5,6,2,626
225.0,80,803,8000000000.0,16.0,1,48.0,6,2.0,4,4,3,28012
280.0,68,672,39800000000.0,10.0,,,2,3.0,8,8,1,24772
100.0,1,268,8000000000.0,5.0,4,17.0,7,,6,2,2,9565
41.0,79,783,1650000000.0,4.7,1,6.0,7,,1,1,0,27553
70.0,1,277,9500000000.0,,,,1,,5,0,2,10018
70.0,1,1,2900000000.0,,,,1,,3,5,2,8
100.0,1,19,20000000000.0,5.0,4,12.0,6,5.0,6,5,0,634
65.0,1,9,19900000000.0,4.0,1,6.0,4,7.0,10,7,3,352
90.0,75,731,3800000000.0,,1,10.0,5,3.0,4,4,2,26068
63.0,79,767,9500000000.0,7.2,1,6.0,8,3.0,2,3,2,27040
68.0,79,768,18600000000.0,,,,1,4.0,9,1,2,27061
300.0,79,778,38000000000.0,,1,,3,2.0,8,6,1,27469
35.0,1,274,3800000000.0,,1,3.0,8,5.0,3,3,3,9877
50.17,79,778,6500000000.0,7.4,1,6.0,6,1.0,2,1,1,27475
150.0,79,767,29900000000.0,8.0,1,20.0,3,3.0,4,3,2,27022
110.0,1,268,33000000000.0,23.0,1,27.0,5,6.0,8,6,2,9552
120.0,79,762,17000000000.0,5.5,1,6.0,2,5.0,4,4,2,26827
153.0,79,778,11400000000.0,7.0,1,5.0,7,3.0,5,5,1,27484
65.0,1,5,31600000000.0,,1,,6,7.0,3,15,1,175
80.0,79,762,12000000000.0,,1,,5,4.0,4,4,1,26815
22.0,1,1,3300000000.0,4.0,1,3.0,1,2.0,1,2,2,25
240.0,70,695,1300000000.0,5.0,1,,5,,3,2,2,25393
220.0,40,412,9000000000.0,15.0,1,,7,3.0,5,2,2,16702
44.6,79,771,13300000000.0,5.0,1,6.0,1,4.0,8,8,3,27172
90.3,92,916,26000000000.0,4.55,1,,4,2.0,1,1,3,31135
150.0,1,5,34500000000.0,,1,,5,4.0,4,4,2,167
73.0,79,765,19800000000.0,4.3,1,24.0,6,4.0,4,4,2,26908
39.0,1,5,5600000000.0,,1,,7,5.0,8,6,1,163
100.0,56,568,7800000000.0,5.2,4,12.0,8,3.0,4,4,1,22357
130.0,56,568,35500000000.0,10.0,1,,4,5.0,5,16,2,22363
80.0,1,1,14950000000.0,,1,,3,5.0,4,5,2,7
110.0,1,3,52900000000.0,9.0,1,20.0,1,10.0,12,11,2,91
70.0,79,767,9600000000.0,4.0,1,7.0,6,5.0,3,4,1,27013
75.0,80,803,2300000000.0,,2,19.0,4,3.0,3,3,0,27991
35.0,1,268,3750000000.0,,1,,2,5.0,3,3,2,9562
130.0,1,2,29000000000.0,,1,,2,,6,0,2,40
67.0,79,770,8800000000.0,6.0,,4.0,5,,2,12,1,27139
50.0,1,4,9700000000.0,4.0,1,10.0,1,5.0,5,7,2,148
70.0,1,4,19900000000.0,4.0,1,,7,4.0,4,3,2,130
121.0,1,9,37500000000.0,6.3,1,30.0,6,3.0,4,4,2,352
90.0,1,19,13000000000.0,,1,,7,,5,2,2,622
507.0,48,497,1890000000.0,,1,,5,,0,9,2,20299
165.5,48,492,10200000000.0,9.0,1,7.5,6,3.0,3,4,2,20230
108.0,35,347,5000000000.0,8.0,,16.0,6,4.0,4,5,2,13372
160.0,79,778,28000000000.0,6.0,1,,5,4.0,5,6,1,27481
350.0,36,356,25000000000.0,4.2,1,,6,3.0,4,4,2,13639
119.0,79,786,14800000000.0,7.0,4,10.0,8,3.0,4,4,1,27646
200.0,48,495,8950000000.0,10.0,1,7.5,3,3.0,6,5,2,20306
37.0,1,5,5100000000.0,,,,6,5.0,10,5,2,169
91.0,79,777,15500000000.0,4.2,1,,6,4.0,10,0,1,27460
55.0,1,268,15500000000.0,,1,,1,5.0,6,4,1,9538
40.0,1,268,10900000000.0,4.0,1,,6,5.0,5,4,2,9538
50.0,1,268,13800000000.0,4.2,1,12.0,6,4.0,4,4,3,9553
100.0,79,769,24500000000.0,5.0,,20.0,5,4.0,4,6,2,27100
115.0,79,766,16899999999.999998,6.6,1,5.0,7,3.0,5,4,2,26971
98.0,25,227,6900000000.0,7.0,1,32.5,3,5.0,2,10,2,7933
66.0,79,760,35000000000.0,4.4,1,,4,6.0,5,14,2,26734
54.0,1,268,7890000000.0,4.0,1,5.0,2,5.0,6,5,2,9550
60.0,79,765,9500000000.0,6.0,1,6.0,6,3.0,4,3,1,26920
60.0,48,492,4850000000.0,,1,,3,2.0,3,2,2,20258
99.0,40,412,7560000000.0,5.5,4,14.0,6,4.0,4,5,0,16711
76.8,1,3,11000000000.0,5.4,1,,4,5.0,4,4,1,91
50.0,1,6,21700000000.0,,1,20.0,4,4.0,4,3,2,199
35.0,1,274,2350000000.0,3.7,1,3.0,5,4.0,3,4,2,9892
225.0,80,803,8000000000.0,15.0,2,24.0,7,2.0,4,4,0,28012
32.0,1,19,5280000000.0,3.4,1,2.2,5,5.0,3,4,3,632
40.0,1,8,5900000000.0,4.0,1,3.0,4,5.0,6,5,2,328
40.0,1,21,7500000000.0,,1,,2,5.0,0,5,3,611
41.5,1,9,10930000000.0,6.88,1,,4,4.0,4,2,1,352
60.0,79,777,7200000000.0,4.0,1,6.0,1,5.0,4,6,2,27445
364.0,75,742,44820000000.0,,,,5,,6,7,1,26476
120.0,79,765,25000000000.0,,,,1,4.0,11,8,2,26947
60.0,27,261,1300000000.0,4.0,1,,2,,14,1,1,9373
90.0,1,268,20000000000.0,4.5,1,,3,5.0,4,12,1,9552
40.0,1,4,5000000000.0,,1,,5,4.0,3,2,2,115
64.0,74,724,5900000000.0,,1,,6,3.0,4,5,1,25960
150.0,79,778,21000000000.0,30.0,,30.0,2,,10,8,1,27466
85.25,1,20,22500000000.0,5.5,4,,6,5.0,4,7,2,643
600.0,60,593,22000000000.0,,,,2,1.0,2,3,1,22918
120.0,1,19,21550000000.0,7.8,1,6.0,5,3.0,4,4,1,631
56.0,1,4,9000000000.0,4.8,1,6.0,2,4.0,5,3,2,148
90.0,1,274,16300000000.0,5.0,1,36.0,7,4.0,3,4,3,9877
160.0,79,760,35000000000.0,,1,,4,6.0,6,6,2,26740
63.0,1,268,16000000000.0,5.0,1,,6,6.0,5,3,2,9565
40.0,1,8,10600000000.0,5.0,1,,4,5.0,4,5,2,310
80.2,79,762,8800000000.0,5.0,1,6.0,5,4.0,5,4,2,26815
140.0,92,919,5500000000.0,,4,,5,,6,1,1,31192
56.0,79,777,6750000000.0,,1,,5,5.0,4,5,2,27436
120.0,33,326,22900000000.0,6.0,4,35.0,6,5.0,7,6,3,12034
225.0,1,19,53000000000.0,,1,,6,5.0,5,5,2,626
22.4,79,767,2900000000.0,,1,6.0,2,2.0,2,1,2,27019
50.0,1,6,10900000000.0,,1,,6,7.0,10,10,2,199
126.0,79,778,38500000000.0,,,,6,3.0,4,1,2,27487
126.0,79,778,26500000000.0,,1,10.0,5,,9,4,1,27490
137.0,79,761,14500000000.0,6.5,1,,6,3.0,6,6,2,26787
45.0,1,8,12900000000.0,,1,,6,3.0,2,3,2,331
200.0,60,593,5700000000.0,10.0,1,12.0,7,2.0,3,3,2,22966
57.0,1,6,13000000000.0,15.0,1,,5,5.0,4,4,2,190
48.6,31,305,1850000000.0,3.8,1,2.2,8,3.0,3,2,3,11404
132.0,1,18,16500000000.0,6.0,1,13.0,6,4.0,6,4,2,556
85.0,79,786,5750000000.0,9.0,1,8.0,1,3.0,3,3,3,27646
38.0,79,767,3650000000.0,,,,4,2.0,7,0,0,27013
105.8,1,18,5501600000.0,5.9,,7.0,4,3.0,12,3,1,580
50.9,56,568,10800000000.0,16.0,1,8.0,6,3.0,3,3,0,22366
100.0,79,769,8500000000.0,,,,6,,4,7,1,27109
100.0,48,493,10500000000.0,5.0,1,,1,5.0,7,7,2,20272
600.0,75,742,19900000000.0,,,19.0,5,2.0,6,6,1,26488
70.0,79,765,14000000000.0,5.0,1,5.0,4,4.0,5,4,2,26923
43.0,1,7,6500000000.0,,1,3.0,6,5.0,6,7,2,265
100.0,1,19,20000000000.0,5.0,,13.0,3,,15,7,2,634
75.0,56,568,6890000000.0,17.0,1,,1,3.0,11,0,0,22357
54.0,1,8,15500000000.0,,,,7,5.0,4,4,1,316
40.0,1,275,2069999999.9999998,,1,,4,3.0,3,3,3,9904
89.0,79,773,45000000000.0,,,,2,,14,2,1,27292
92.8,56,568,14000000000.0,5.0,,9.0,1,2.0,3,2,2,22369
100.0,1,274,11200000000.0,5.0,4,17.0,5,5.0,8,18,2,9844
108.0,1,268,30000000000.0,,1,,5,5.0,6,5,2,9553
80.0,79,777,7300000000.0,4.0,1,10.0,5,2.0,3,2,3,27439
82.2,79,771,24500000000.0,,,,5,6.0,12,14,1,27163
35.0,1,1,6200000000.0,4.0,1,3.5,3,6.0,11,6,2,22
95.0,1,268,26500000000.0,7.5,,15.0,7,,3,3,1,9553
216.0,38,382,16000000000.0,12.0,1,40.0,6,3.0,8,9,2,14839
116.0,24,217,1500000000.0,,1,10.0,7,2.0,3,3,2,7375
58.0,1,3,9900000000.0,8.0,1,3.5,5,5.0,4,4,2,109
60.0,35,347,4200000000.0,5.0,1,7.5,7,4.0,4,4,0,13372
200.0,79,763,22500000000.0,8.0,1,24.0,5,,6,4,2,26833
105.0,79,785,9830000000.0,6.0,,,3,,3,4,2,27604
50.0,79,785,1450000000.0,,,6.0,6,,7,9,1,27595
53.0,56,568,22000000000.0,5.0,1,20.0,5,4.0,4,4,2,22363
74.0,79,777,5600000000.0,4.1,1,7.0,4,4.0,5,5,3,27445
120.0,79,785,1300000000.0,,1,12.0,3,1.0,4,3,2,27637
150.0,79,766,16500000000.0,10.0,1,10.0,6,1.0,8,4,2,26983
141.0,79,762,13500000000.0,6.62,,,5,3.0,3,3,1,26824
32.0,79,766,3600000000.0,4.28,,,7,4.0,4,3,2,26992
203.0,79,762,13500000000.0,14.0,,8.0,5,,29,9,2,26815
59.0,79,762,3500000000.0,,,3.5,4,2.0,5,4,2,26818
64.2,79,762,4650000000.0,5.18,1,,7,2.0,5,2,2,26815
46.8,79,762,3850000000.0,,,3.5,3,2.0,2,2,2,26818
109.0,79,762,6000000000.0,4.11,,,5,,5,5,0,26800
170.0,1,274,26500000000.0,,1,,3,3.0,2,3,2,9877
40.0,1,4,8980000000.0,3.8,1,,4,4.0,9,10,2,115
34.3,79,771,3300000000.0,,1,,7,2.0,3,2,2,27178
32.2,1,274,4450000000.0,3.0,1,3.0,5,5.0,3,7,2,9853
50.0,1,19,7500000000.0,3.0,,,2,5.0,5,4,2,632
220.0,1,9,52000000000.0,,1,,3,3.0,5,6,2,349
277.0,79,762,21000000000.0,10.0,1,10.0,6,,3,2,3,26806
150.0,1,18,34000000000.0,8.5,1,15.0,2,4.0,4,4,2,571
47.5,79,768,17000000000.0,4.75,1,,3,4.0,3,4,3,27070
56.4,1,1,7200000000.0,3.7,1,,5,,3,5,2,7
56.0,79,761,5790000000.0,4.0,1,12.0,7,4.0,4,3,3,26770
80.0,79,765,19000000000.0,,1,20.0,2,4.0,5,5,2,26914
105.0,1,3,39500000000.0,5.2,1,21.0,5,7.0,6,6,2,109
52.0,79,765,6200000000.0,,1,,1,4.0,3,4,1,26905
40.0,1,9,8900000000.0,,,,4,5.0,4,3,2,373
36.0,1,1,6580000000.0,4.0,1,,6,6.0,3,4,2,6
45.0,1,5,36500000000.0,6.0,1,12.0,5,7.0,6,7,2,166
58.0,1,3,9880000000.0,6.0,,,6,5.0,9,8,2,109
122.0,1,18,22800000000.0,,,,6,4.0,3,3,1,571
453.0,79,769,40000000000.0,12.0,,16.0,2,3.0,4,5,2,26866
43.0,1,1,9500000000.0,,1,3.0,6,7.0,5,6,2,16
215.1,48,494,22000000000.0,,,3.5,5,5.0,12,7,1,20284
40.0,79,768,15600000000.0,4.0,,6.0,6,4.0,4,6,2,27052
100.0,79,762,8300000000.000001,16.0,1,5.0,6,3.0,3,3,3,26806
63.0,33,326,6900000000.0,4.5,4,20.0,7,4.0,4,4,3,12034
56.0,33,326,7600000000.0,,1,,1,5.0,7,0,1,12031
60.5,1,21,7000000000.0,,1,,3,4.0,4,3,3,601
50.0,1,6,6300000000.0,3.8,1,15.0,5,5.0,7,4,2,202
100.0,1,20,21000000000.0,9.0,,,6,8.0,8,4,1,643
60.0,79,767,7300000000.0,,,,6,4.0,4,5,0,27040
200.0,1,19,40000000000.0,,,,3,,5,10,2,634
38.0,1,1,6550000000.0,4.0,1,2.0,1,5.0,6,4,2,22
63.75,79,786,2500000000.0,5.1,3,3.0,8,1.0,2,1,3,27643
75.0,1,5,30000000000.0,4.2,1,8.0,3,5.0,4,3,3,175
95.0,1,268,26500000000.0,7.5,1,7.0,6,4.0,6,4,2,9553
105.0,79,769,10500000000.0,,,,1,4.0,4,3,1,27097
80.0,79,778,10300000000.0,4.0,1,10.0,2,4.0,4,5,2,27484
115.0,89,884,2900000000.0,5.0,1,15.0,6,2.0,3,3,2,30322
60.0,1,5,14900000000.0,,1,,3,,20,20,2,166
180.0,27,261,14000000000.0,9.0,1,12.0,3,3.0,4,4,0,9397
56.0,79,764,7500000000.0,5.0,1,,4,3.0,4,4,2,26881
45.6,79,765,4200000000.0,,1,,2,3.0,3,4,2,26905
170.0,27,261,10900000000.0,6.0,1,15.2,3,3.0,4,4,1,9397
30.0,79,764,3050000000.0,,1,2.0,1,1.0,2,2,2,26902
76.0,1,8,16500000000.0,6.6,1,3.0,2,7.0,15,18,2,313
288.0,79,778,35000000000.0,12.0,1,12.0,3,3.0,5,6,2,27466
140.0,79,778,23500000000.0,7.0,1,20.0,3,5.0,5,6,2,27490
210.0,48,494,10990000000.0,10.0,,,3,2.0,3,9,2,20290
70.0,79,765,11500000000.0,,1,,5,3.0,4,3,1,26944
85.0,33,326,13000000000.0,5.0,4,13.0,6,5.0,6,5,0,12031
88.0,48,495,5800000000.0,5.0,1,7.5,3,3.0,3,3,2,20260
160.0,60,593,4700000000.0,,,,3,,8,7,1,22966
70.0,79,776,10500000000.0,4.0,,12.0,6,3.0,9,0,1,27409
30.0,1,3,4150000000.0000005,6.0,1,3.0,4,,5,0,1,103
130.0,48,494,19500000000.0,6.5,1,5.5,5,5.0,8,9,2,20284
170.0,77,747,8900000000.0,,4,11.5,7,3.0,4,4,0,26542
103.0,79,764,12500000000.0,4.3,,7.0,4,,3,7,1,26875
176.0,30,288,10300000000.0,5.3,1,15.0,3,2.0,2,1,1,10525
52.7,56,568,2900000000.0,4.0,,,2,2.0,2,15,1,22330
79.0,1,4,16800000000.0,5.5,,,2,7.0,5,1,1,118
153.0,60,593,15500000000.0,6.0,1,,2,3.0,3,3,2,22924
45.0,56,568,3850000000.0,6.0,,,3,4.0,3,3,1,22336
65.0,79,764,9200000000.0,,1,,4,4.0,4,6,1,26876
94.0,1,7,29000000000.0,5.0,1,,4,5.0,8,4,2,298
130.8,1,274,37500000000.0,6.6,4,10.5,6,,2,4,1,9877
100.0,48,493,25500000000.0,5.0,,15.0,1,7.0,9,9,2,20278
90.0,79,762,10500000000.0,4.6,1,6.0,7,5.0,10,10,2,26812
430.0,79,778,36800000000.0,,1,,7,,8,4,2,27475
109.8,79,764,10860000000.0,,1,4.0,8,5.0,10,10,2,26897
60.0,1,7,11500000000.0,5.0,1,8.0,3,4.0,5,3,2,268
60.0,1,21,4920000000.0,,1,2.2,4,,7,7,3,617
50.0,1,9,9900000000.0,4.3,1,,5,6.0,4,5,2,364
145.0,79,771,43600000000.0,7.2,,,5,2.0,0,2,2,27175
100.0,74,721,1600000000.0,5.0,1,6.0,4,,2,1,1,25852
180.0,1,268,33000000000.0,,,,3,3.0,0,4,1,9886
90.0,80,803,3300000000.0,,1,,3,2.0,5,2,1,28012
360.0,91,911,8000000000.0,,,,5,2.0,3,10,1,31087
67.0,1,19,9600000000.0,4.8,1,3.2,6,3.0,3,3,0,631
75.0,1,4,27800000000.0,8.0,1,,3,8.0,4,4,2,145
64.0,79,762,7200000000.0,4.0,1,,4,4.0,4,3,2,26809
33.0,1,3,7600000000.0,,1,,4,6.0,3,3,1,109
250.0,1,8,36000000000.0,,,,5,4.0,1,9,2,316
28.0,79,764,3500000000.0,,1,2.5,6,2.0,2,2,0,26898
100.0,27,261,8600000000.0,,,40.0,5,3.0,16,9,1,9379
171.0,1,268,26000000000.0,9.5,1,13.0,5,4.0,6,7,3,9562
75.0,79,767,8000000000.0,,,6.0,4,3.0,3,1,2,27019
100.0,79,764,17000000000.0,,1,,2,4.0,4,5,2,26890
58.2,79,768,9000000000.0,8.8,1,3.0,8,4.0,4,4,2,27052
71.0,1,6,17650000000.0,5.1,1,,3,8.0,14,14,2,205
120.0,1,268,25300000000.0,,1,,6,3.0,2,1,2,9551
180.0,1,17,2800000000.0,11.0,1,2.0,4,1.0,1,1,3,460
84.0,79,767,11000000000.0,,,,2,,0,2,2,27037
60.0,1,6,12500000000.0,6.5,1,,5,5.0,6,5,2,190
100.0,27,261,6800000000.0,5.0,1,15.0,3,3.0,4,5,1,9397
61.0,79,761,6400000000.0,4.2,1,5.5,3,4.0,4,5,2,26767
245.0,79,762,24000000000.0,,1,,3,3.0,2,5,0,26800
92.0,79,765,12650000000.0,5.0,1,6.0,3,2.0,1,5,2,26920
400.0,91,911,10800000000.0,,4,,6,1.0,3,3,3,31087
172.0,79,768,40500000000.0,,1,,4,3.0,8,8,3,27061
58.8,79,768,3390000000.0,4.2,1,4.5,2,3.0,4,4,1,27049
74.0,1,1,25000000000.0,8.1,1,,6,5.0,2,3,2,7
180.0,27,261,13800000000.0,9.0,4,15.3,3,3.0,4,5,0,9397
38.0,1,268,4600000000.0,,1,,3,,4,5,2,9886
100.0,48,494,13800000000.0,5.0,1,15.0,6,5.0,8,8,2,20285
80.0,1,2,25800000000.0,12.0,1,,6,5.0,4,4,2,43
75.0,74,718,2870000000.0,5.0,1,7.0,8,2.0,2,2,2,25759
41.0,1,268,5790000000.0,5.0,1,,8,5.0,4,3,2,9544
122.5,79,786,13500000000.0,7.0,1,60.0,7,3.0,4,5,1,27646
194.0,79,776,19000000000.0,5.0,,,1,,10,7,1,27412
115.0,1,19,50000000000.0,,1,,4,7.0,12,0,1,637
80.0,33,326,10390000000.0,5.0,,,6,,2,11,1,12034
108.0,1,5,17000000000.0,,1,,5,7.0,22,22,2,167
41.0,1,5,6100000000.0,,1,3.0,5,5.0,14,1,3,167
56.0,33,326,7800000000.0,4.0,1,13.0,6,5.0,5,4,0,12034
94.0,1,9,15200000000.0,7.0,1,6.0,3,5.0,9,0,3,364
97.0,1,9,14800000000.0,5.8,1,5.0,3,5.0,7,9,3,364
95.0,1,5,15500000000.0,,1,,5,4.0,5,4,2,172
52.0,1,268,15800000000.0,5.0,1,12.0,8,6.0,5,5,2,9551
112.8,79,778,9500000000.0,5.0,1,,3,3.0,6,17,0,27493
59.5,79,766,7500000000.0,8.0,1,8.0,3,5.0,4,3,2,26986
65.0,1,5,31600000000.0,,1,,4,8.0,8,8,1,175
145.0,1,19,35500000000.0,8.2,1,5.0,6,9.0,9,9,3,637
63.0,1,19,8500000000.0,4.8,1,3.0,6,3.0,4,2,2,634
250.0,1,6,42500000000.0,,1,,3,,2,4,2,208
180.0,1,21,43200000000.0,12.0,4,,4,4.0,1,12,0,610
100.0,56,568,10700000000.0,,1,,3,5.0,6,0,1,22357
52.0,1,19,7800000000.0,4.0,1,4.0,8,1.0,2,2,0,625
111.7,74,718,4900000000.0,4.0,1,,1,2.0,3,3,2,25768
48.0,1,4,6500000000.0,,1,,2,5.0,5,4,2,118
100.0,79,762,8500000000.0,5.0,1,7.0,3,3.0,5,5,2,26809
41.2,1,4,6350000000.0,5.5,1,3.0,5,6.0,3,4,3,148
95.0,33,326,6800000000.0,7.0,1,13.0,4,,2,7,1,12025
33.0,1,278,2950000000.0,,1,2.5,1,4.0,3,3,2,10120
43.0,1,3,6500000000.0,4.1,1,3.5,2,4.0,3,3,2,103
12.0,1,6,1800000000.0,3.0,3,3.0,5,5.0,3,4,2,220
51.6,79,778,5380000000.0,4.0,1,,2,2.0,2,3,2,27478
35.0,1,6,5050000000.0,4.0,1,2.0,5,4.0,3,4,2,181
27.0,1,6,4480000000.0,3.1,1,3.0,1,5.0,3,4,2,190
36.0,1,277,2650000000.0,3.8,1,20.0,3,3.0,4,3,2,10021
50.0,1,275,2450000000.0,3.7,1,3.0,4,4.0,3,3,3,9937
166.0,79,763,22000000000.0,9.5,1,60.0,4,3.0,4,5,1,26866
120.0,27,261,6500000000.0,6.0,2,15.0,3,3.0,4,3,1,9397
180.0,1,3,52200000000.0,9.0,1,,5,3.0,4,1,2,91
35.0,1,274,2950000000.0,3.7,1,3.5,2,4.0,4,3,2,9892
50.0,79,785,1400000000.0,3.5,2,,1,2.0,2,1,3,27619
40.0,1,7,7800000000.0,,1,,6,5.0,4,2,2,268
68.0,79,774,12000000000.0,3.4,,4.0,5,3.0,4,4,1,27301
62.0,79,764,9300000000.0,,1,,5,4.0,4,5,2,26878
50.0,1,268,7500000000.0,3.8,1,3.0,4,4.0,4,4,2,9538
65.0,1,8,12500000000.0,,,20.0,5,4.0,6,6,2,340
180.0,31,311,21600000000.0,,,,3,,7,3,2,11536
163.5,79,785,16000000000.0,,4,,3,2.0,3,2,1,27619
40.0,1,9,6500000000.0,,1,,1,5.0,4,7,2,364
100.0,1,8,21500000000.0,5.0,1,12.0,3,5.0,1,4,1,322
150.0,1,5,37000000000.0,20.0,1,12.0,3,4.0,6,6,2,163
288.0,79,767,45000000000.0,16.0,1,20.0,7,1.0,1,1,2,27013
110.0,79,766,12800000000.0,5.0,1,5.0,4,1.0,1,1,2,27004
38.0,1,8,6200000000.0,4.0,1,,7,5.0,8,6,1,307
102.0,80,803,2900000000.0,60.0,,60.0,2,,5,1,1,28003
50.5,79,761,4350000000.0,5.0,1,,2,4.0,5,4,2,26764
81.2,79,765,14800000000.0,,1,12.0,4,3.0,3,3,2,26914
274.0,77,747,7400000000.0,10.0,,,4,,11,3,1,26508
235.0,1,268,39900000000.0,,1,,7,4.0,5,5,2,9552
140.0,1,3,53200000000.0,,1,,6,3.0,4,4,3,91
484.0,48,494,25000000000.0,,1,,3,,2,2,2,20290
109.0,79,769,50000000000.0,,1,44.0,5,5.0,6,5,0,27091
135.0,79,763,15500000000.0,8.0,1,,6,,5,1,0,26866
971.0,48,494,41500000000.0,30.0,1,6.0,1,2.0,5,5,2,20290
75.0,79,763,6800000000.0,,1,,3,3.0,3,3,2,26866
90.0,79,763,8600000000.0,,1,,4,3.0,3,3,2,26866
240.0,22,193,27500000000.0,12.0,1,7.0,6,4.0,8,4,2,6673
140.0,1,20,20000000000.0,,1,,5,,2,1,1,673
100.0,1,21,12300000000.0,5.0,1,4.0,7,6.0,18,18,2,602
95.0,1,8,22000000000.0,5.0,1,12.0,4,5.0,5,5,0,322
60.0,1,4,13750000000.0,4.5,1,5.0,6,7.0,4,3,2,133
90.0,1,268,15200000000.0,,1,,7,5.0,5,5,2,9552
37.0,1,268,2390000000.0,3.5,1,,3,3.0,3,3,3,10123
117.0,31,312,4700000000.0,4.2,1,30.0,1,,9,7,2,11626
67.2,79,765,11800000000.0,,1,,2,5.0,5,6,2,26914
262.0,79,763,52000000000.0,11.0,1,,6,3.0,4,4,2,26866
100.0,26,244,4800000000.0,,,,5,4.0,8,6,2,8746
80.0,79,772,27500000000.0,,,,7,5.0,8,2,1,27241
34.0,1,4,4200000000.0,3.6,,,6,4.0,3,3,2,145
270.0,1,274,47250000000.0,,1,,3,,3,0,2,9877
