DienTich,City,District,MucGia,MatTien,PhapLy,DuongVao,HuongNha,SoTang,SoPhongNgu,SoToilet,NoiThat,Ward
175.0,79,761,13700000000.0,7.0,,12.0,4,1.0,2,2,2,26770
64.0,79,777,5650000000.0,4.0,,,7,3.0,4,3,1,27442
75.0,79,761,7000000000.0,,1,,1,,2,2,2,26773
80.0,79,761,6600000000.0,,,12.0,4,4.0,4,5,2,26770
34.0,1,4,4950000000.0,3.2,1,2.0,1,5.0,3,4,2,133
1012.0,89,884,39000000000.0,,1,,2,,11,1,2,30319
126.0,1,3,34020000000.0,7.0,1,30.0,5,3.0,5,4,3,91
30.0,1,7,5800000000.0,,1,,5,6.0,3,5,2,295
40.0,1,6,8500000000.0,6.0,1,,2,5.0,3,3,2,217
34.0,1,8,6000000000.0,,1,,1,5.0,4,3,2,331
46.0,79,768,8900000000.0,,1,,7,5.0,4,4,2,27085
48.0,1,4,10000000000.0,5.0,1,40.0,5,2.0,2,2,1,115
72.0,79,765,13800000000.0,,1,10.0,3,3.0,4,3,2,26920
95.0,79,761,8000000000.0,,,,5,,13,12,2,26787
150.0,79,771,46000000000.0,,,,3,2.0,13,6,2,27163
66.0,74,724,4099999999.9999995,4.0,1,13.0,2,3.0,3,4,3,25948
40.5,1,6,5890000000.0,,1,,5,5.0,3,4,2,196
64.0,79,762,9600000000.0,,1,,5,,5,11,2,26812
66.0,1,4,11600000000.0,4.2,,12.0,1,4.0,5,5,2,121
217.0,56,568,35000000000.0,15.0,1,,8,5.0,6,3,2,22399
125.0,79,767,22500000000.0,5.5,1,30.0,4,2.0,5,4,3,27016
68.0,79,764,8700000000.0,,1,,4,5.0,5,6,2,26878
42.7,1,6,6540000000.0,,1,3.0,3,4.0,4,3,2,190
52.5,56,568,4900000000.0,4.2,1,,6,3.0,3,3,2,22369
24.0,79,777,2550000000.0,4.0,1,4.0,3,2.0,2,2,2,27439
50.6,79,767,7400000000.0,4.3,1,6.0,3,5.0,6,4,2,27028
45.0,1,5,9500000000.0,4.5,1,5.0,3,6.0,3,5,2,163
62.0,1,5,9600000000.0,,1,,7,8.0,14,14,2,163
67.0,1,5,23500000000.0,5.4,1,10.0,3,7.0,7,7,2,175
50.0,1,1,9900000000.0,,1,,6,6.0,10,10,2,28
37.8,1,6,5250000000.0,,1,,5,4.0,4,4,2,211
54.0,1,6,15300000000.0,,1,,2,4.0,4,5,2,190
40.0,1,6,7400000000.0,5.0,1,,6,6.0,5,7,2,229
70.0,79,767,13500000000.0,3.8,1,30.0,4,1.0,2,2,3,27016
100.0,1,1,19100000000.0,,1,,4,10.0,20,20,2,28
30.0,1,7,4500000000.0,,1,,3,6.0,3,3,2,298
491.0,49,507,33000000000.0,,,,5,2.0,3,4,2,20581
68.4,79,767,7000000000.0,4.0,,,6,3.0,4,4,1,27010
125.0,79,767,18500000000.0,5.0,,,2,1.0,1,0,0,27025
96.0,79,762,16000000000.0,7.0,1,,3,3.0,5,12,1,26824
94.0,79,762,8000000000.0,4.0,1,,3,3.0,4,4,2,26827
40.0,1,6,6060000000.0,,1,,4,5.0,4,4,2,187
70.0,79,762,3200000000.0,,1,,5,2.0,2,2,2,26815
35.0,1,6,8500000000.0,4.0,1,3.0,7,7.0,5,5,2,217
87.5,1,4,23000000000.0,5.0,1,10.5,7,4.0,4,4,0,139
40.0,1,1,6150000000.0,,1,,7,5.0,4,4,2,28
48.0,79,777,2800000000.0,,1,20.0,6,,1,2,2,27460
40.5,1,6,6350000000.0,,1,,6,5.0,4,4,2,214
30.0,1,7,6000000000.0,,,,5,5.0,3,1,1,280
99.0,79,762,12800000000.0,9.0,1,,1,,0,12,2,26824
84.0,79,777,4790000000.0,4.0,1,6.0,1,2.0,4,3,3,27445
178.0,74,718,3350000000.0,6.7,1,4.0,6,1.0,2,1,3,25762
84.8,79,772,9900000000.0,,,6.0,5,3.0,5,3,1,27244
119.0,79,763,17000000000.0,7.0,1,,5,,3,10,3,26848
47.7,1,6,6810000000.0,,1,,4,5.0,4,4,2,238
85.0,79,763,12000000000.0,5.0,1,30.0,5,2.0,4,4,2,26848
45.0,1,6,15600000000.0,4.5,1,6.0,2,5.0,5,4,2,190
42.0,1,6,6350000000.0,,1,,4,4.0,4,3,2,238
108.0,79,767,8400000000.0,,,12.0,7,2.0,3,2,2,27040
32.0,1,6,5500000000.0,,1,,5,5.0,3,3,2,217
115.0,56,568,2600000000.0,5.0,1,6.0,5,1.0,2,1,3,22399
332.0,22,193,39840000000.0,,1,,1,3.0,7,1,1,6679
64.0,79,777,5860000000.0,,,,3,4.0,4,5,2,27439
100.0,79,767,9800000000.0,,,,4,,9,7,2,27031
85.0,10,80,2295000000.0,5.0,1,,4,,10,10,1,2668
40.0,1,4,5900000000.0,,1,,1,4.0,4,4,2,118
434.9,79,784,11900000000.0,,,,5,,4,4,1,27562
210.0,22,193,32000000000.0,,1,,7,,6,7,3,6679
300.0,48,494,24500000000.0,15.0,,,3,3.0,6,9,1,20285
60.0,79,766,11000000000.0,4.3,1,6.0,7,,8,3,1,27001
40.5,31,304,2950000000.0,,1,,6,4.0,4,3,1,11359
55.0,1,4,6800000000.0,,,,7,4.0,1,3,2,139
31.0,1,274,2650000000.0,,,,4,4.0,3,7,2,9877
93.0,48,493,9500000000.0,,,,7,,5,4,1,20272
166.0,79,762,10300000000.0,6.2,1,4.0,3,1.0,3,2,2,26800
30.0,1,9,5300000000.0,,1,,5,5.0,4,7,1,352
30.0,1,274,3300000000.0,3.5,1,2.0,4,5.0,3,4,3,9877
43.0,48,491,7000000000.0,9.36,,,7,3.0,16,4,2,20203
31.0,79,767,4990000000.0,,1,10.0,2,2.0,3,3,1,27037
140.0,79,765,14500000000.0,,1,,4,5.0,21,2,2,26917
160.0,1,7,46500000000.0,17.0,1,10.0,7,4.0,6,5,2,295
53.0,79,762,3500000000.0,,1,,5,2.0,2,1,2,26818
42.9,79,765,5400000000.0,,1,,7,2.0,2,2,3,26929
80.2,48,492,6400000000.0,5.0,1,5.5,3,3.0,3,3,3,20258
60.0,79,764,8500000000.0,8.0,1,,3,4.0,5,5,2,26881
47.0,79,766,8900000000.0,3.7,1,8.0,7,2.0,2,2,2,26968
140.0,48,495,13500000000.0,5.0,1,7.5,1,6.0,30,30,2,20260
100.0,48,492,9300000000.0,5.0,1,10.0,2,3.0,3,3,3,20257
180.0,1,268,29000000000.0,,,,4,,6,11,1,9886
138.5,48,492,12000000000.0,7.1,1,7.5,3,2.0,3,2,3,20257
90.0,1,6,22000000000.0,8.0,1,3.0,6,8.0,25,25,2,217
90.0,48,495,5800000000.0,4.5,1,5.5,2,3.0,3,3,2,20260
100.0,48,497,1450000000.0,4.7,1,4.0,8,1.0,2,2,0,20326
105.0,1,268,31000000000.0,,,,6,6.0,1,7,2,9544
43.0,1,9,6000000000.0,,,,5,,4,2,2,364
32.0,1,8,6000000000.0,,1,3.0,2,5.0,3,3,2,340
100.0,1,3,25000000000.0,4.5,1,,5,7.0,20,20,2,109
42.0,79,771,4500000000.0,,1,,4,2.0,2,2,3,27163
70.0,48,492,3900000000.0,4.5,,5.5,2,1.0,11,3,3,20257
100.0,80,794,3700000000.0,,1,37.0,6,2.0,3,3,2,27700
155.0,48,497,1750000000.0,5.0,1,7.0,1,2.0,2,1,2,20326
100.0,80,794,3700000000.0,,,14.0,5,3.0,3,3,0,27700
34.0,1,7,4500000000.0,,1,,6,4.0,3,3,2,295
100.0,74,725,4950000000.0,,,,6,,3,1,1,25984
200.0,79,777,25000000000.0,10.0,,,2,3.0,3,3,2,27451
114.0,1,268,18000000000.0,6.0,4,14.0,2,4.0,1,0,0,9886
102.5,48,493,17500000000.0,5.0,1,7.5,2,7.0,13,14,2,20272
200.0,79,767,35000000000.0,10.0,,,4,6.0,4,0,1,27034
180.0,48,490,12800000000.0,10.0,1,5.5,5,3.0,4,5,1,20200
60.0,1,275,2700000000.0,,1,,4,3.0,3,3,3,9937
300.0,56,568,14500000000.0,15.0,,16.0,7,,4,3,1,22402
80.0,79,777,9000000000.0,,1,,7,4.0,4,2,2,27451
81.0,1,7,12600000000.0,5.0,1,,4,6.0,7,6,2,298
105.0,75,732,2150000000.0,5.0,1,5.0,7,1.0,3,2,2,26098
115.0,77,752,2500000000.0,5.0,,,6,2.0,3,2,1,26668
90.0,48,493,6600000000.0,5.0,1,15.0,7,3.0,4,4,2,20269
72.0,75,731,1680000000.0,4.0,1,4.0,3,,2,1,1,25999
18.0,1,5,4590000000.0,,,,5,,9,3,2,157
42.0,1,21,4200000000.0,3.5,1,3.0,6,4.0,4,5,2,598
91.2,79,766,8700000000.0,4.8,1,6.0,4,4.0,4,0,1,27004
20.0,79,770,5700000000.0,,1,,2,3.0,2,3,1,27139
100.0,79,766,24000000000.0,5.0,1,50.0,4,6.0,6,7,2,26971
82.0,79,761,5500000000.0,,1,,3,4.0,4,5,1,26773
54.0,79,762,5800000000.0,4.5,1,8.0,5,2.0,4,6,2,26821
105.0,79,774,42000000000.0,4.2,1,,4,7.0,12,8,2,27304
45.0,1,6,8700000000.0,5.0,1,,5,6.0,1,1,1,229
50.0,48,492,4200000000.0,8.0,1,6.0,1,3.0,3,2,2,20258
38.0,1,274,5500000000.0,,1,6.0,3,5.0,4,4,2,9853
45.0,79,765,6000000000.0,,1,4.0,1,2.0,2,2,2,26905
117.0,75,731,5800000000.0,,,,7,3.0,3,3,0,26380
54.0,1,4,6000000000.0,,1,,3,4.0,6,3,3,139
120.0,75,731,8700000000.0,,4,,8,3.0,6,4,0,26380
120.0,79,769,23500000000.0,,,,3,,1,3,0,27091
132.0,56,568,17500000000.0,6.0,1,22.5,8,,4,4,2,22357
155.0,1,18,28900000000.0,7.95,1,,3,2.0,7,0,1,565
100.0,1,7,15500000000.0,5.65,1,6.0,5,1.0,1,1,3,268
70.0,1,1,35000000000.0,5.0,,,4,6.0,4,17,2,28
45.0,1,5,5500000000.0,,1,3.0,5,4.0,3,3,2,169
85.0,1,268,18600000000.0,5.0,1,,4,5.0,0,0,1,9551
110.0,79,766,28600000000.0,4.5,,50.0,3,7.0,18,18,2,26968
50.0,79,770,8600000000.0,,,,4,3.0,7,3,1,27148
160.0,79,764,36000000000.0,7.5,,20.0,4,8.0,35,9,1,26882
38.0,1,268,5600000000.0,,1,,2,5.0,6,5,2,9551
281.0,79,765,34900000000.0,8.0,,10.0,2,8.0,8,8,1,26929
90.0,1,268,26500000000.0,10.0,1,8.0,7,7.0,7,7,2,9544
46.0,1,4,4150000000.0000005,,1,2.5,5,4.0,3,8,2,139
68.0,56,568,6200000000.0,4.5,1,3.0,1,4.0,8,9,1,22363
100.0,1,20,18000000000.0,5.2,1,,3,4.0,14,7,2,643
165.0,79,786,15500000000.0,,,30.0,4,,2,1,2,27646
50.0,1,20,9600000000.0,4.0,1,7.0,4,5.0,4,5,3,643
90.0,48,492,7900000000.0,,1,,2,2.0,4,3,3,20257
50.0,1,268,13100000000.0,5.0,1,8.0,5,5.0,5,5,2,9541
161.44,79,762,28000000000.0,5.3,1,,2,7.0,4,0,2,26824
140.0,79,786,13500000000.0,,2,30.0,4,2.0,2,2,2,27646
86.0,79,766,10500000000.0,,1,6.0,6,1.0,2,1,2,26971
162.0,74,723,5800000000.0,,1,,2,,5,3,2,25891
204.0,58,582,5500000000.0,,,,2,,2,7,2,22741
170.0,79,766,37000000000.0,8.2,1,10.0,4,7.0,5,3,2,26965
63.0,79,761,4990000000.0,4.5,,8.0,3,3.0,4,4,2,26770
68.0,58,582,1400000000.0,,,,4,,2,5,2,22750
22.0,1,6,2480000000.0,,1,,2,2.0,2,1,2,196
114.0,74,718,9000000000.0,,,,7,3.0,3,7,1,25760
95.0,74,724,6950000000.0,5.0,,12.0,5,3.0,4,3,1,25960
140.0,79,767,16200000000.0,5.0,1,4.0,5,6.0,20,7,2,27019
49.5,58,582,2850000000.0,,,,1,,2,0,2,22750
151.92,31,308,13100000000.0,9.9,4,,5,5.0,6,6,1,11461
39.0,1,8,6800000000.0,,1,,4,4.0,4,3,2,337
70.0,79,766,13500000000.0,4.0,1,8.0,5,4.0,4,5,2,26995
81.0,79,785,1800000000.0,,1,6.0,4,,3,2,2,27613
89.0,1,5,25000000000.0,5.0,1,,4,8.0,24,24,2,172
160.0,79,769,33000000000.0,,1,,8,2.0,1,5,2,27091
185.0,79,764,21000000000.0,8.0,1,20.0,4,2.0,6,6,2,26881
210.0,79,766,39000000000.0,7.0,1,20.0,3,6.0,12,12,2,26971
47.4,79,766,6900000000.0,,1,,6,4.0,3,4,2,26998
450.0,79,763,16000000000.0,11.0,1,6.0,3,,1,8,0,26854
66.0,33,326,12900000000.0,,1,,6,,1,7,3,12031
155.0,79,764,10500000000.0,8.5,,30.0,4,1.0,4,2,2,26882
65.0,79,762,3900000000.0,4.5,1,,5,1.0,2,1,2,26827
71.4,77,747,7900000000.0,6.0,1,,5,4.0,5,6,2,26508
72.0,79,767,6650000000.0,4.0,1,6.0,3,1.0,2,2,3,27025
85.0,80,806,1550000000.0,,1,,3,2.0,2,2,1,28126
75.0,79,771,19500000000.0,4.0,1,10.0,5,4.0,4,5,2,27169
102.6,79,772,30000000000.0,,1,,2,4.0,1,9,3,27244
20.0,1,7,3600000000.0,,1,,6,5.0,3,3,1,271
145.0,1,3,50000000000.0,5.3,,50.0,2,1.0,1,1,2,94
81.0,79,786,2000000000.0,,1,5.0,5,1.0,2,1,3,27661
38.0,1,3,7300000000.0,4.0,1,5.0,4,5.0,4,4,1,112
108.0,56,568,42000000000.0,7.8,1,,5,,2,2,2,22363
136.0,79,769,6500000000.0,,1,,7,,2,2,3,27097
60.0,1,1,14700000000.0,,1,,4,,7,8,1,22
100.0,79,783,1300000000.0,5.0,1,10.0,4,2.0,5,5,1,27553
126.0,79,778,42000000000.0,7.0,1,10.0,8,3.0,4,3,2,27490
85.0,79,768,11000000000.0,6.5,,,6,4.0,6,6,1,27055
150.0,1,5,32000000000.0,,1,,3,,2,5,1,157
42.0,1,1,6500000000.0,,1,,3,4.0,4,3,2,16
140.0,79,766,18500000000.0,,,,7,,11,5,2,26971
38.0,1,20,6300000000.0,7.0,1,3.0,3,5.0,4,4,2,643
67.0,80,802,800000000.0,,1,,7,2.0,2,2,2,27976
35.0,1,20,2450000000.0,4.0,,3.0,3,,0,5,2,649
80.0,1,8,23000000000.0,6.0,1,6.0,5,5.0,5,5,2,331
170.0,79,766,11200000000.0,,,,4,2.0,9,5,1,27004
61.0,75,731,1750000000.0,5.0,1,3.0,4,1.0,2,2,3,26053
50.0,1,5,10200000000.0,5.0,,,3,5.0,4,8,1,175
124.0,80,807,2200000000.0,,1,,4,2.0,4,2,2,28162
120.0,1,268,37000000000.0,20.0,1,,3,,7,12,2,9542
92.5,79,768,11000000000.0,,1,6.0,4,5.0,5,1,3,27073
50.0,1,7,7700000000.0,,1,,4,5.0,3,4,1,280
215.0,77,747,26000000000.0,6.5,,,4,3.0,1,10,2,26508
330.0,48,494,13500000000.0,15.0,1,20.0,6,3.0,4,4,2,20290
60.6,1,3,50000000000.0,6.0,1,8.0,7,6.0,4,6,2,112
96.0,31,311,5500000000.0,6.0,1,12.0,7,3.0,4,5,0,11533
180.0,79,777,15000000000.0,12.0,,7.0,5,,5,13,1,27436
156.0,79,766,50000000000.0,7.0,,20.0,5,9.0,9,9,1,26971
107.3,1,3,19500000000.0,9.12,1,4.5,5,4.0,4,5,3,97
48.0,79,764,5790000000.0,6.0,1,6.0,7,5.0,4,5,2,26897
110.0,31,311,5500000000.0,5.0,2,15.0,3,3.0,4,5,0,11563
70.0,80,802,840000000.0,,1,,1,,2,2,2,27976
40.0,1,274,4000000000.0,4.5,1,3.2,5,4.0,4,4,0,9877
80.0,31,311,4520000000.0,5.0,1,12.0,6,3.0,4,5,0,11533
33.0,79,767,2800000000.0,3.7,1,3.0,5,2.0,3,1,2,27019
112.0,1,6,42000000000.0,9.7,1,8.0,6,4.0,4,3,3,178
98.7,74,724,7200000000.0,,1,12.0,1,3.0,3,2,1,25951
39.0,1,3,13500000000.0,6.0,1,5.0,6,5.0,4,5,3,109
97.0,1,7,9500000000.0,8.6,1,6.0,2,1.0,1,1,3,283
114.0,1,3,25000000000.0,8.0,1,4.0,5,6.0,16,15,2,100
52.5,56,568,4900000000.0,4.2,1,5.0,6,3.0,3,3,3,22369
230.0,79,772,45000000000.0,,1,40.0,6,1.0,11,6,1,27253
56.0,79,764,5600000000.0,,1,,5,2.0,3,3,2,26899
81.0,79,772,14500000000.0,,,,6,4.0,6,5,1,27229
80.0,56,568,10900000000.0,5.0,1,,6,7.0,12,5,1,22327
225.0,1,4,40000000000.0,14.0,,,4,4.0,5,3,1,151
73.0,79,772,10000000000.0,5.0,1,8.0,3,4.0,6,6,2,27250
91.0,79,761,6650000000.0,,1,,4,3.0,4,5,2,26776
41.0,1,19,9700000000.0,4.0,1,6.0,4,7.0,6,7,2,625
112.0,79,761,6390000000.0,,1,6.0,4,3.0,8,8,2,26776
61.0,1,19,13900000000.0,4.2,1,7.0,6,4.0,4,3,0,623
90.0,77,747,7300000000.0,9.0,1,30.0,6,3.0,2,3,2,26527
133.0,74,723,5550000000.0,5.0,1,,5,2.0,5,0,2,25921
51.0,79,770,5800000000.0,,1,,5,,2,6,2,27124
96.0,56,568,40000000000.0,,1,,5,10.0,31,1,1,22330
99.8,56,568,18000000000.0,4.0,1,16.0,5,3.0,3,3,2,22369
79.0,1,6,14020000000.0,,1,,6,7.0,16,16,2,214
30.0,1,5,5500000000.0,,1,,5,5.0,6,6,2,172
76.0,1,5,21000000000.0,4.5,1,11.0,3,4.0,4,3,2,157
70.0,74,725,2500000000.0,,1,,7,3.0,4,3,3,25975
50.0,1,5,8080000000.0,,1,,5,5.0,9,9,2,175
74.0,79,767,6000000000.0,4.1,1,,3,1.0,2,2,3,27019
150.0,79,771,44000000000.0,15.0,1,,3,5.0,14,0,2,27172
52.0,1,21,13500000000.0,,,,3,5.0,4,5,2,619
192.0,79,763,25000000000.0,,,,8,3.0,4,4,1,26848
90.0,79,765,19400000000.0,,1,20.0,7,4.0,8,9,2,26914
100.0,79,774,47000000000.0,4.0,1,,5,4.0,8,7,3,27343
50.0,1,9,9200000000.0,3.9,1,,4,4.0,2,2,2,349
55.0,79,768,10250000000.0,,1,,7,5.0,4,4,2,27043
141.0,56,568,14000000000.0,9.5,,,7,4.0,3,1,1,22330
46.5,75,731,4200000000.0,7.0,,10.0,6,3.0,3,4,3,26065
226.0,1,268,47000000000.0,,1,9.0,6,5.0,21,1,2,9552
67.5,74,725,2800000000.0,,1,,5,3.0,4,8,1,25972
61.4,56,568,5900000000.0,5.3,1,13.0,7,3.0,3,3,3,22357
72.0,79,767,12800000000.0,,,16.0,7,5.0,9,2,2,27019
100.0,1,5,30500000000.0,7.6,1,6.0,5,8.0,14,14,2,169
86.0,56,568,13400000000.0,7.2,,,7,,4,2,1,22372
100.0,79,777,11000000000.0,5.0,1,14.0,2,3.0,5,4,1,27451
350.0,1,274,33250000000.0,15.0,1,13.0,3,5.0,8,8,2,9832
100.0,79,763,6600000000.0,,1,,3,3.0,3,4,1,26860
50.0,1,20,4880000000.0,,1,,3,4.0,4,3,3,655
110.0,79,770,21900000000.0,10.4,1,6.0,7,3.0,6,5,2,27124
80.0,1,17,7504000000.0,5.0,1,10.0,5,5.0,10,10,2,502
94.0,56,568,4500000000.0,4.0,,,2,2.0,2,2,2,22357
69.0,79,767,8600000000.0,,,14.0,6,2.0,2,6,1,27022
400.0,79,785,28000000000.0,,1,,2,,10,4,2,27619
44.0,1,8,7880000000.0,5.3,1,,3,6.0,3,4,1,331
45.0,1,19,9000000000.0,4.0,1,5.0,4,5.0,4,4,2,626
430.0,79,764,40000000000.0,19.0,1,3.5,7,2.0,3,2,0,26899
51.9,79,764,5250000000.0,4.0,1,3.0,3,3.0,3,3,3,26897
90.0,79,761,7200000000.0,,1,10.0,6,3.0,4,4,2,26770
100.0,79,785,9500000000.0,5.0,1,12.0,7,4.0,4,5,2,27619
75.0,79,760,18000000000.0,8.65,,6.0,3,5.0,0,1,2,26734
132.0,79,764,12000000000.0,,1,,3,5.0,15,15,2,26876
320.0,79,761,21500000000.0,,1,,5,,10,10,2,26788
133.0,79,777,18000000000.0,,1,,1,6.0,20,21,2,27439
134.1,79,761,6850000000.0,,,,6,2.0,3,10,2,26770
65.0,75,731,3100000000.0,6.0,1,4.0,3,2.0,3,2,3,25996
146.8,79,784,6300000000.0,6.3,1,6.3,4,1.0,2,1,3,27586
310.0,79,765,31500000000.0,,1,,5,,4,10,1,26914
240.0,79,761,15800000000.0,5.0,1,,4,,2,2,1,26788
30.0,1,274,2500000000.0,,1,,6,4.0,3,3,2,9892
182.0,77,747,18500000000.0,4.8,1,4.8,8,1.0,2,2,2,26509
78.0,79,760,50000000000.0,,1,,4,5.0,3,7,2,26743
126.0,79,778,27000000000.0,7.0,1,12.0,3,3.0,4,4,2,27490
60.0,74,725,4050000000.0,,1,,6,2.0,4,5,3,25969
90.0,1,5,20800000000.0,,1,,7,3.0,4,4,1,160
52.0,1,6,8680000000.0,,1,,6,6.0,10,10,2,235
150.0,79,768,40000000000.0,10.0,,16.0,5,6.0,11,6,2,27073
160.0,79,771,45000000000.0,8.0,,,5,3.0,7,1,2,27172
200.0,79,769,45000000000.0,10.0,,,7,3.0,2,0,2,27091
160.0,79,769,40000000000.0,8.0,,,3,4.0,0,0,1,27112
175.0,79,769,37000000000.0,,,,5,6.0,20,5,1,27088
60.0,79,771,12000000000.0,,,,3,3.0,9,5,2,27166
55.0,79,760,12500000000.0,5.5,1,,1,5.0,15,11,2,26737
50.0,1,20,3600000000.0,3.8,1,2.5,6,3.0,3,3,0,673
50.0,1,5,8020000000.0,,1,,3,5.0,9,9,2,175
81.0,48,491,2350000000.0,6.5,1,2.0,4,1.0,2,2,3,20206
64.0,79,771,10000000000.0,,,,6,2.0,3,2,1,27163
82.0,79,778,7800000000.0,5.0,1,8.0,8,3.0,4,5,2,27484
50.0,1,5,26000000000.0,4.8,1,,2,7.0,7,7,3,167
88.0,79,765,15800000000.0,7.5,1,5.0,2,6.0,16,16,2,26908
33.0,1,5,5200000000.0,,1,,2,5.0,3,3,2,172
72.0,56,568,25000000000.0,4.2,1,20.0,2,,3,8,1,22363
34.0,1,7,12000000000.0,3.0,1,,5,3.0,2,2,2,295
171.7,79,763,14000000000.0,6.2,1,,2,2.0,3,3,2,26839
174.5,56,568,38000000000.0,9.0,1,,6,8.0,2,12,2,22360
52.0,79,763,6000000000.0,4.0,1,6.0,6,2.0,4,3,2,26848
120.0,79,766,14000000000.0,5.0,1,12.0,7,2.0,4,5,3,26971
94.0,1,8,14500000000.0,6.4,1,4.0,4,5.0,5,4,1,322
41.0,1,6,8700000000.0,,1,3.0,3,5.0,13,0,2,229
47.1,1,268,3500000000.0,4.0,1,3.0,3,2.0,2,4,1,9571
74.0,1,19,13000000000.0,10.0,1,8.0,7,3.0,3,3,2,632
125.0,1,21,13000000000.0,,1,10.0,7,2.0,0,2,3,617
106.0,79,768,13500000000.0,7.3,1,8.0,1,3.0,2,6,2,27079
72.0,79,771,29500000000.0,,1,20.0,5,6.0,2,0,2,27190
67.0,79,764,11900000000.0,4.0,1,10.0,2,2.0,3,2,2,26890
125.0,1,8,30000000000.0,8.0,1,8.0,5,5.0,5,5,3,316
58.0,1,19,9500000000.0,15.0,1,3.0,4,7.0,11,7,2,625
100.0,80,803,3700000000.0,,1,,3,3.0,3,3,0,27991
40.0,79,764,8300000000.000001,5.0,1,6.0,4,5.0,4,4,2,26890
24.0,79,764,2350000000.0,,1,,6,2.0,2,2,2,26884
80.0,79,763,9000000000.0,,1,12.0,3,2.0,3,3,2,26866
52.0,1,6,8220000000.000001,,1,,1,6.0,10,10,2,235
227.0,80,803,2600000000.0,5.5,1,,4,,11,11,2,28018
54.0,79,764,6800000000.0,5.0,1,4.0,2,4.0,5,6,2,26875
31.0,1,19,8199999999.999999,,1,,7,5.0,5,5,2,625
58.0,79,766,9500000000.0,6.0,1,8.0,3,4.0,4,4,1,26992
72.0,1,3,25500000000.0,4.1,1,30.0,1,5.0,8,7,2,112
98.8,74,725,3200000000.0,,1,13.0,7,2.0,18,8,3,25987
39.0,79,768,8600000000.0,6.0,1,4.0,4,4.0,3,4,2,27052
58.0,79,765,8900000000.0,4.4,,12.0,4,4.0,5,4,2,26905
936.0,79,783,3276000000.0,,1,2.0,2,,2,1,1,27520
170.0,27,261,9170000000.0,8.5,,15.2,3,3.0,9,4,1,9397
66.0,79,764,9800000000.0,4.0,1,,5,4.0,8,9,2,26902
95.0,79,769,32500000000.0,,4,,6,5.0,10,1,2,27091
96.0,38,399,4700000000.0,8.0,4,16.0,6,4.0,5,6,0,16006
176.0,79,766,34000000000.0,8.0,1,12.0,4,3.0,5,4,1,26965
90.0,48,493,19800000000.0,4.5,1,,3,6.0,9,9,1,20275
76.0,79,768,12200000000.0,5.0,1,,2,4.0,7,5,2,27046
30.0,1,1,5250000000.0,,1,,3,6.0,3,4,2,34
107.0,79,777,5500000000.0,,1,7.0,4,4.0,4,5,2,27442
90.0,1,9,48500000000.0,7.0,1,,7,4.0,6,10,2,367
130.0,79,766,22000000000.0,4.0,1,40.0,5,3.0,6,6,2,26974
72.0,79,771,37000000000.0,4.0,1,16.0,5,8.0,21,22,2,27172
90.0,79,774,45000000000.0,4.5,1,,3,6.0,5,14,3,27307
62.0,79,766,10990000000.0,,1,,6,5.0,4,4,2,26989
96.0,1,2,29500000000.0,,1,,1,2.0,4,2,1,43
73.0,79,766,10500000000.0,,1,6.0,5,5.0,5,6,2,27004
80.0,80,803,1600000000.0,,1,,4,2.0,3,3,3,27991
37.0,1,3,22500000000.0,4.0,1,24.0,4,5.0,4,5,1,103
189.0,1,19,41900000000.0,16.0,1,15.0,6,4.0,4,4,1,637
1712.0,58,582,19000000000.0,,,,2,,14,3,1,22741
49.8,79,777,4600000000.0,4.15,1,5.0,4,2.0,2,2,3,27448
65.4,79,765,4500000000.0,,1,,3,2.0,2,2,2,26905
110.0,1,8,19600000000.0,5.0,1,8.0,3,3.0,5,5,2,331
5200.0,58,585,14000000000.0,,,,1,,6,9,1,22813
110.0,26,244,4099999999.9999995,5.0,1,27.0,6,4.0,3,5,2,8746
140.0,72,703,4800000000.0,,1,,5,2.0,2,2,3,25468
60.0,58,582,5200000000.0,,,,4,3.0,6,5,1,22750
17.0,79,764,1880000000.0,3.0,1,,6,1.0,1,1,1,26875
67.1,79,762,8700000000.0,9.0,1,10.0,6,2.0,11,5,2,26824
83.0,1,5,51000000000.0,6.0,1,30.0,6,7.0,6,2,1,175
94.0,58,582,5250000000.0,,,,7,2.0,2,4,1,22750
52.0,1,268,12600000000.0,,1,9.0,6,5.0,7,6,0,9544
42.0,75,731,1000000000.0,,3,,3,,14,6,2,26020
226.0,68,672,12000000000.0,12.0,,,5,2.0,3,4,1,24769
99.0,75,731,2350000000.0,,1,,4,,8,11,1,26050
80.0,79,770,41000000000.0,15.0,1,4.0,5,5.0,3,3,2,27151
65.0,1,268,39000000000.0,6.5,1,16.0,6,7.0,5,6,1,9886
100.0,75,740,6170000000.0,5.0,1,24.0,1,4.0,15,3,0,26395
100.0,79,768,18500000000.0,7.3,1,8.0,4,4.0,4,5,2,27049
40.0,1,268,8300000000.000001,4.0,1,15.0,1,4.0,4,4,3,9552
75.0,1,19,9000000000.0,5.0,4,10.0,7,5.0,6,6,3,623
64.0,79,768,17200000000.0,,1,,5,4.0,1,7,1,27061
135.0,79,769,32500000000.0,7.5,1,20.0,6,3.0,1,11,0,27091
140.0,79,766,23500000000.0,,,,5,5.0,5,5,1,26974
60.0,38,380,3100000000.0,5.0,1,7.5,8,4.0,4,4,0,14803
